symbol,strike,type,openInterest,impliedVolatility,delta_barchart,gamma_barchart,theta_barchart,vega_barchart,expiration,spot,contract_multiplier
ES,5800.0,put,5833.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5850.0,put,2168.0,0.9931,-0.0015,0.0,-0.5494,0.0336,2026-09-17,7611.5,50.0
ES,5900.0,put,4247.0,0.948,-0.0013,0.0,-0.4676,0.03,2026-09-17,7611.5,50.0
ES,5925.0,put,239.0,0.9155,-0.0011,0.0,-0.3848,0.0256,2026-09-17,7611.5,50.0
ES,5950.0,put,766.0,0.9473,-0.0018,0.0,-0.6214,0.0399,2026-09-17,7611.5,50.0
ES,5975.0,put,920.0,0.9325,-0.0018,0.0,-0.6199,0.0404,2026-09-17,7611.5,50.0
ES,6000.0,put,14937.0,0.8901,-0.0014,0.0,-0.4633,0.0317,2026-09-17,7611.5,50.0
ES,6025.0,put,1774.0,0.8902,-0.0017,0.0,-0.5406,0.037,2026-09-17,7611.5,50.0
ES,6050.0,put,1471.0,0.8614,-0.0014,0.0,-0.461,0.0326,2026-09-17,7611.5,50.0
ES,6075.0,put,624.0,0.8848,-0.0022,0.0,-0.6878,0.0473,2026-09-17,7611.5,50.0
ES,6100.0,put,4416.0,0.87,-0.0022,0.0,-0.686,0.048,2026-09-17,7611.5,50.0
ES,6125.0,put,785.0,0.8445,-0.002,0.0,-0.6105,0.044,2026-09-17,7611.5,50.0
ES,6150.0,put,2919.0,0.8181,-0.0018,0.0,-0.5336,0.0397,2026-09-17,7611.5,50.0
ES,6175.0,put,616.0,0.826,-0.0023,0.0,-0.6803,0.0502,2026-09-17,7611.5,50.0
ES,6200.0,put,6936.0,0.8294,-0.0028,0.0,-0.8199,0.0602,2026-09-17,7611.5,50.0
ES,6225.0,put,449.0,0.8061,-0.0027,0.0,-0.7476,0.0565,2026-09-17,7611.5,50.0
ES,6250.0,put,2922.0,0.7998000000000001,-0.0029,0.0,-0.8149,0.0621,2026-09-17,7611.5,50.0
ES,6275.0,put,663.0,0.7927,-0.0032,0.0,-0.8806,0.0677,2026-09-17,7611.5,50.0
ES,6300.0,put,4878.0,0.7534000000000001,-0.0025,0.0,-0.6701,0.0543,2026-09-17,7611.5,50.0
ES,6325.0,put,538.0,0.7390000000000001,-0.0026,0.0,-0.668,0.0551,2026-09-17,7611.5,50.0
ES,6350.0,put,2344.0,0.7552,-0.0037,0.0,-0.9382,0.0757,2026-09-17,7611.5,50.0
ES,6375.0,put,709.0,0.7265,-0.0032,0.0,-0.8017,0.0673,2026-09-17,7611.5,50.0
ES,6400.0,put,5551.0,0.7254999999999999,-0.0038,0.0,-0.9316,0.0783,2026-09-17,7611.5,50.0
ES,6425.0,put,469.0,0.7226,-0.0044,0.0,-1.0564,0.0892,2026-09-17,7611.5,50.0
ES,6450.0,put,2343.0,0.7278,-0.0055,0.0,-1.2981,0.1087,2026-09-17,7611.5,50.0
ES,6475.0,put,543.0,0.6751,-0.0038,0.0,-0.8561,0.0775,2026-09-17,7611.5,50.0
ES,6500.0,put,8930.0,0.6881,-0.0052,0.0,-1.1673,0.1035,2026-09-17,7611.5,50.0
ES,6510.0,put,99.0,0.6666,-0.0044,0.0,-0.9796,0.0898,2026-09-17,7611.5,50.0
ES,6520.0,put,859.0,0.6489,-0.0039,0.0,-0.85,0.0801,2026-09-17,7611.5,50.0
ES,6525.0,put,938.0,0.6864,-0.0061,0.0,-1.341,0.1192,2026-09-17,7611.5,50.0
ES,6530.0,put,1566.0,0.6548,-0.0045,0.0,-0.9764,0.0911,2026-09-17,7611.5,50.0
ES,6540.0,put,95.0,0.6773,-0.0062,0.0,-1.3375,0.1205,2026-09-17,7611.5,50.0
ES,6550.0,put,2753.0,0.6252,-0.0037,0.0,-0.7805,0.0764,2026-09-17,7611.5,50.0
ES,6560.0,put,30.0,0.6566,-0.0058,0.0,-1.2152,0.113,2026-09-17,7611.5,50.0
ES,6570.0,put,239.0,0.6461,-0.0055,0.0,-1.1533,0.1091,2026-09-17,7611.5,50.0
ES,6575.0,put,1356.0,0.6335000000000001,-0.005,0.0,-1.0308,0.0995,2026-09-17,7611.5,50.0
ES,6580.0,put,355.0,0.62,-0.0044,0.0,-0.9052,0.0893,2026-09-17,7611.5,50.0
ES,6590.0,put,1910.0,0.6428,-0.0062,0.0,-1.2674,0.1205,2026-09-17,7611.5,50.0
ES,6600.0,put,12818.0,0.6446999999999999,-0.0068,0.0,-1.3804,0.1308,2026-09-17,7611.5,50.0
ES,6610.0,put,1.0,0.6307,-0.0063,0.0,-1.2626,0.1223,2026-09-17,7611.5,50.0
ES,6620.0,put,36.0,0.6286,-0.0066,0.0,-1.318,0.1281,2026-09-17,7611.5,50.0
ES,6625.0,put,751.0,0.6217,-0.0064,0.0,-1.259,0.1238,2026-09-17,7611.5,50.0
ES,6630.0,put,949.0,0.6225999999999999,-0.0067,0.0,-1.3154,0.1291,2026-09-17,7611.5,50.0
ES,6640.0,put,427.0,0.6164999999999999,-0.0067,0.0,-1.3128,0.1302,2026-09-17,7611.5,50.0
ES,6650.0,put,3024.0,0.6104999999999999,-0.0068,0.0,-1.3103,0.1312,2026-09-17,7611.5,50.0
ES,6660.0,put,19.0,0.6043999999999999,-0.0069,0.0,-1.3076,0.1323,2026-09-17,7611.5,50.0
ES,6670.0,put,149.0,0.6021,-0.0072,0.0,-1.3615,0.1383,2026-09-17,7611.5,50.0
ES,6675.0,put,1529.0,0.599,-0.0073,0.0,-1.3601,0.1388,2026-09-17,7611.5,50.0
ES,6680.0,put,79.0,0.596,-0.0073,0.0,-1.3587,0.1394,2026-09-17,7611.5,50.0
ES,6690.0,put,192.0,0.5934,-0.0077,0.0001,-1.4115,0.1455,2026-09-17,7611.5,50.0
ES,6700.0,put,11826.0,0.5839,-0.0074,0.0001,-1.3529,0.1418,2026-09-17,7611.5,50.0
ES,6710.0,put,113.0,0.5813,-0.0078,0.0001,-1.4055,0.1479,2026-09-17,7611.5,50.0
ES,6720.0,put,197.0,0.5785,-0.0082,0.0001,-1.4572,0.1541,2026-09-17,7611.5,50.0
ES,6725.0,put,1563.0,0.5538000000000001,-0.0064,0.0,-1.1187,0.1238,2026-09-17,7611.5,50.0
ES,6730.0,put,99.0,0.5724,-0.0083,0.0001,-1.4539,0.1555,2026-09-17,7611.5,50.0
ES,6740.0,put,234.0,0.5694,-0.0086,0.0001,-1.5046,0.1617,2026-09-17,7611.5,50.0
ES,6750.0,put,5280.0,0.5428999999999999,-0.0069,0.0001,-1.1699,0.1321,2026-09-17,7611.5,50.0
ES,6760.0,put,72.0,0.5476,-0.0079,0.0001,-1.335,0.1493,2026-09-17,7611.5,50.0
ES,6770.0,put,321.0,0.5539999999999999,-0.0092,0.0001,-1.5472,0.171,2026-09-17,7611.5,50.0
ES,6775.0,put,1700.0,0.5509000000000001,-0.0092,0.0001,-1.5453,0.1718,2026-09-17,7611.5,50.0
ES,6780.0,put,81.0,0.5478000000000001,-0.0093,0.0001,-1.5434,0.1725,2026-09-17,7611.5,50.0
ES,6790.0,put,164.0,0.5525,-0.0106,0.0001,-1.7464,0.1935,2026-09-17,7611.5,50.0
ES,6800.0,put,17551.0,0.5355,-0.0095,0.0001,-1.5358,0.1757,2026-09-17,7611.5,50.0
ES,6810.0,put,2.0,0.5474,-0.0117,0.0001,-1.8875,0.2111,2026-09-17,7611.5,50.0
ES,6820.0,put,72.0,0.5047999999999999,-0.0077,0.0001,-1.2063,0.1467,2026-09-17,7611.5,50.0
ES,6825.0,put,1682.0,0.5229,-0.0101,0.0001,-1.5779,0.1849,2026-09-17,7611.5,50.0
ES,6830.0,put,118.0,0.5197999999999999,-0.0101,0.0001,-1.5758,0.1858,2026-09-17,7611.5,50.0
ES,6840.0,put,341.0,0.5261,-0.0118,0.0001,-1.8233,0.2123,2026-09-17,7611.5,50.0
ES,6850.0,put,9535.0,0.48350000000000004,-0.0076,0.0001,-1.1419,0.1451,2026-09-17,7611.5,50.0
ES,6860.0,put,3.0,0.5039,-0.0108,0.0001,-1.614,0.1964,2026-09-17,7611.5,50.0
ES,6870.0,put,72.0,0.5002,-0.0112,0.0001,-1.6598,0.2035,2026-09-17,7611.5,50.0
ES,6875.0,put,2257.0,0.4971,-0.0113,0.0001,-1.6574,0.2045,2026-09-17,7611.5,50.0
ES,6880.0,put,4.0,0.494,-0.0114,0.0001,-1.655,0.2056,2026-09-17,7611.5,50.0
ES,6890.0,put,37.0,0.4901,-0.0118,0.0001,-1.6998,0.2128,2026-09-17,7611.5,50.0
ES,6900.0,put,8745.0,0.48619999999999997,-0.0123,0.0001,-1.7438,0.2201,2026-09-17,7611.5,50.0
ES,6910.0,put,348.0,0.4654,-0.0104,0.0001,-1.4396,0.1901,2026-09-17,7611.5,50.0
ES,6915.0,put,102.0,0.4623,-0.0104,0.0001,-1.4374,0.1911,2026-09-17,7611.5,50.0
ES,6920.0,put,463.0,0.478,-0.0133,0.0001,-1.8294,0.2349,2026-09-17,7611.5,50.0
ES,6925.0,put,2380.0,0.4728,-0.013,0.0001,-1.7787,0.231,2026-09-17,7611.5,50.0
ES,6930.0,put,373.0,0.4717,-0.0134,0.0001,-1.8237,0.2373,2026-09-17,7611.5,50.0
ES,6935.0,put,6.0,0.46649999999999997,-0.0132,0.0001,-1.7731,0.2334,2026-09-17,7611.5,50.0
ES,6940.0,put,385.0,0.4826,-0.0165,0.0001,-2.2319,0.2836,2026-09-17,7611.5,50.0
ES,6945.0,put,75.0,0.4623,-0.0137,0.0001,-1.815,0.2411,2026-09-17,7611.5,50.0
ES,6950.0,put,2661.0,0.4744,-0.0164,0.0001,-2.1798,0.2819,2026-09-17,7611.5,50.0
ES,6955.0,put,107.0,0.462,-0.0149,0.0001,-1.949,0.2591,2026-09-17,7611.5,50.0
ES,6960.0,put,132.0,0.4549,-0.0143,0.0001,-1.8529,0.2503,2026-09-17,7611.5,50.0
ES,6965.0,put,129.0,0.4517,-0.0144,0.0001,-1.8498,0.2516,2026-09-17,7611.5,50.0
ES,6970.0,put,643.0,0.4485,-0.0144,0.0001,-1.8467,0.253,2026-09-17,7611.5,50.0
ES,6975.0,put,1068.0,0.4473,-0.0149,0.0001,-1.8898,0.2596,2026-09-17,7611.5,50.0
ES,6980.0,put,455.0,0.43189999999999995,-0.0128,0.0001,-1.6041,0.2286,2026-09-17,7611.5,50.0
ES,6985.0,put,16.0,0.441,-0.0151,0.0001,-1.8832,0.2626,2026-09-17,7611.5,50.0
ES,6990.0,put,197.0,0.4378,-0.0152,0.0001,-1.8799,0.264,2026-09-17,7611.5,50.0
ES,6995.0,put,2.0,0.4346,-0.0153,0.0001,-1.8766,0.2655,2026-09-17,7611.5,50.0
ES,7460.0,put,421.0,0.24670000000000003,-0.1817,0.0016,-7.2389,1.8212,2026-09-17,7611.5,50.0
ES,7465.0,put,153.0,0.2316,-0.1749,0.0016,-6.6193,1.7782,2026-09-17,7611.5,50.0
ES,7470.0,put,598.0,0.2469,-0.1982,0.0016,-7.6429,1.9208,2026-09-17,7611.5,50.0
ES,7475.0,put,2159.0,0.2279,-0.1881,0.0017,-6.8146,1.861,2026-09-17,7611.5,50.0
ES,7480.0,put,553.0,0.2413,-0.21,0.0017,-7.7258,1.9884,2026-09-17,7611.5,50.0
ES,7485.0,put,153.0,0.23329999999999998,-0.2114,0.0018,-7.4915,1.9962,2026-09-17,7611.5,50.0
ES,7490.0,put,308.0,0.24600000000000002,-0.2323,0.0018,-8.3523,2.1065,2026-09-17,7611.5,50.0
ES,7495.0,put,120.0,0.23440000000000003,-0.2311,0.0019,-7.9232,2.1008,2026-09-17,7611.5,50.0
ES,7500.0,put,15507.0,0.2192,-0.2263,0.002,-7.3037,2.076,2026-09-17,7611.5,50.0
ES,7505.0,put,296.0,0.2322,-0.2487,0.002,-8.1683,2.1866,2026-09-17,7611.5,50.0
ES,7510.0,put,557.0,0.2218,-0.2495,0.0021,-7.8009,2.1899,2026-09-17,7611.5,50.0
ES,7515.0,put,133.0,0.2271,-0.2648,0.0021,-8.2469,2.259,2026-09-17,7611.5,50.0
ES,7520.0,put,1622.0,0.2266,-0.275,0.0021,-8.3815,2.3021,2026-09-17,7611.5,50.0
ES,7525.0,put,7120.0,0.2183,-0.2789,0.0022,-8.1185,2.3179,2026-09-17,7611.5,50.0
ES,7530.0,put,699.0,0.2321,-0.3012,0.0022,-8.9692,2.4031,2026-09-17,7611.5,50.0
ES,7535.0,put,96.0,0.2318,-0.3121,0.0022,-9.0981,2.441,2026-09-17,7611.5,50.0
ES,7540.0,put,515.0,0.2119,-0.3087,0.0024,-8.2518,2.4296,2026-09-17,7611.5,50.0
ES,7545.0,put,158.0,0.2256,-0.3307,0.0023,-9.0591,2.5005,2026-09-17,7611.5,50.0
ES,7550.0,put,11893.0,0.2168,-0.3368,0.0024,-8.7553,2.5186,2026-09-17,7611.5,50.0
ES,7555.0,put,459.0,0.2069,-0.3427,0.0026,-8.3982,2.5355,2026-09-17,7611.5,50.0
ES,7560.0,put,502.0,0.19899999999999998,-0.3506,0.0027,-8.1307,2.5569,2026-09-17,7611.5,50.0
ES,7565.0,put,113.0,0.2036,-0.367,0.0027,-8.4553,2.5978,2026-09-17,7611.5,50.0
ES,7570.0,put,606.0,0.20199999999999999,-0.3797,0.0027,-8.4781,2.6262,2026-09-17,7611.5,50.0
ES,7575.0,put,1684.0,0.2069,-0.3958,0.0027,-8.7905,2.6577,2026-09-17,7611.5,50.0
ES,7580.0,put,770.0,0.21780000000000002,-0.4135,0.0026,-9.3761,2.6872,2026-09-17,7611.5,50.0
ES,7585.0,put,227.0,0.1998,-0.4207,0.0028,-8.5974,2.6975,2026-09-17,7611.5,50.0
ES,7590.0,put,566.0,0.1954,-0.4337,0.0029,-8.4507,2.714,2026-09-17,7611.5,50.0
ES,7595.0,put,200.0,0.1973,-0.4488,0.0029,-8.5789,2.7293,2026-09-17,7611.5,50.0
ES,7600.0,put,12436.0,0.1825,-0.4609,0.0032,-7.9279,2.7388,2026-09-17,7611.5,50.0
ES,7605.0,put,166.0,0.20199999999999999,-0.4783,0.0029,-8.8428,2.7479,2026-09-17,7611.5,50.0
ES,7610.0,put,268.0,0.184,-0.4926,0.0031,-8.0219,2.7515,2026-09-17,7611.5,50.0
ES,7615.0,put,122.0,0.19469999999999998,-0.5074,0.003,-8.5089,2.7514,2026-09-17,7611.5,50.0
ES,7620.0,put,710.0,0.1898,-0.523,0.003,-8.2623,2.7473,2026-09-17,7611.5,50.0
ES,7625.0,put,2808.0,0.19,-0.5381,0.003,-8.2406,2.7392,2026-09-17,7611.5,50.0
ES,7630.0,put,461.0,0.1808,-0.5562,0.0032,-7.7673,2.7244,2026-09-17,7611.5,50.0
ES,7635.0,put,249.0,0.17489999999999997,-0.5746,0.0032,-7.4293,2.7034,2026-09-17,7611.5,50.0
ES,7640.0,put,617.0,0.1686,-0.5943,0.0033,-7.0539,2.6744,2026-09-17,7611.5,50.0
ES,7645.0,put,181.0,0.18719999999999998,-0.5993,0.003,-7.8557,2.6658,2026-09-17,7611.5,50.0
ES,7650.0,put,6088.0,0.1822,-0.6174,0.003,-7.5213,2.6315,2026-09-17,7611.5,50.0
ES,7655.0,put,87.0,0.1739,-0.6387,0.0031,-7.0066,2.5833,2026-09-17,7611.5,50.0
ES,7660.0,put,564.0,0.151,-0.6769,0.0034,-5.7312,2.4761,2026-09-17,7611.5,50.0
ES,7665.0,put,107.0,0.0,-0.7358,0.0039,-4.0508,2.2548,2026-09-17,7611.5,50.0
ES,7670.0,put,640.0,0.0,-0.7547,0.0037,-3.8636,2.1686,2026-09-17,7611.5,50.0
ES,7675.0,put,1828.0,0.0,-0.7729,0.0036,-3.6684,2.0785,2026-09-17,7611.5,50.0
ES,7680.0,put,669.0,0.0,-0.7902,0.0034,-3.4667,1.9853,2026-09-17,7611.5,50.0
ES,7685.0,put,110.0,0.1448,-0.7664,0.0031,-4.5442,2.1115,2026-09-17,7611.5,50.0
ES,7690.0,put,699.0,0.0,-0.8225,0.0031,-3.0502,1.7926,2026-09-17,7611.5,50.0
ES,7695.0,put,60.0,0.0,-0.8373,0.0029,-2.8386,1.6947,2026-09-17,7611.5,50.0
ES,7700.0,put,5292.0,0.2189,-0.7169,0.0022,-7.9866,2.3336,2026-09-17,7611.5,50.0
ES,7705.0,put,54.0,0.0,-0.8645,0.0026,-2.416,1.4991,2026-09-17,7611.5,50.0
ES,7710.0,put,567.0,0.0,-0.8769,0.0024,-2.2077,1.4028,2026-09-17,7611.5,50.0
ES,7715.0,put,14.0,0.0,-0.8884,0.0023,-2.003,1.3082,2026-09-17,7611.5,50.0
ES,7720.0,put,465.0,0.0,-0.8991,0.0021,-1.8031,1.2158,2026-09-17,7611.5,50.0
ES,7725.0,put,1083.0,0.10980000000000001,-0.9309,0.0017,-0.9653,0.9135,2026-09-17,7611.5,50.0
ES,7730.0,put,311.0,0.0,-0.9182,0.0018,-1.4212,1.0396,2026-09-17,7611.5,50.0
ES,7735.0,put,6.0,0.2403,-0.7669,0.0018,-7.8878,2.1092,2026-09-17,7611.5,50.0
ES,7740.0,put,344.0,0.0,-0.9345,0.0015,-1.068,0.877,2026-09-17,7611.5,50.0
ES,7745.0,put,8.0,0.0,-0.9416,0.0014,-0.9037,0.8015,2026-09-17,7611.5,50.0
ES,7750.0,put,1825.0,0.0,-0.948,0.0013,-0.748,0.73,2026-09-17,7611.5,50.0
ES,7755.0,put,1.0,0.0,-0.9539,0.0011,-0.6011,0.6626,2026-09-17,7611.5,50.0
ES,7760.0,put,184.0,0.0,-0.9593,0.001,-0.4632,0.5995,2026-09-17,7611.5,50.0
ES,7770.0,put,162.0,0.0,-0.9684,0.0008,-0.2144,0.4858,2026-09-17,7611.5,50.0
ES,7775.0,put,1426.0,0.0,-0.9723,0.0007,-0.1032,0.4352,2026-09-17,7611.5,50.0
ES,7780.0,put,112.0,0.0,-0.9758,0.0007,-0.0006,0.3885,2026-09-17,7611.5,50.0
ES,7790.0,put,102.0,0.0,-0.9816,0.0005,0.1799,0.3066,2026-09-17,7611.5,50.0
ES,7795.0,put,1.0,0.0,-0.984,0.0005,0.2585,0.271,2026-09-17,7611.5,50.0
ES,7800.0,put,1916.0,0.0,-0.9862,0.0004,0.3299,0.2388,2026-09-17,7611.5,50.0
ES,7805.0,put,3.0,0.0,-0.988,0.0004,0.3945,0.2097,2026-09-17,7611.5,50.0
ES,7810.0,put,77.0,0.0,-0.9897,0.0003,0.4527,0.1836,2026-09-17,7611.5,50.0
ES,7820.0,put,259.0,0.0,-0.9924,0.0002,0.5517,0.1393,2026-09-17,7611.5,50.0
ES,7825.0,put,300.0,0.0,-0.9935,0.0002,0.5933,0.1207,2026-09-17,7611.5,50.0
ES,7830.0,put,44.0,0.0,-0.9944,0.0002,0.6302,0.1043,2026-09-17,7611.5,50.0
ES,7835.0,put,45.0,0.0,-0.9952,0.0002,0.6629,0.0898,2026-09-17,7611.5,50.0
ES,7840.0,put,52.0,0.0,-0.9959,0.0001,0.6918,0.0771,2026-09-17,7611.5,50.0
ES,7850.0,put,333.0,0.0,-0.997,0.0001,0.7393,0.0563,2026-09-17,7611.5,50.0
ES,7860.0,put,22.0,0.0,-0.9978,0.0001,0.7756,0.0405,2026-09-17,7611.5,50.0
ES,7870.0,put,3.0,0.0,-0.9984,0.0,0.8029,0.0288,2026-09-17,7611.5,50.0
ES,7875.0,put,321.0,0.0,-0.9986,0.0,0.8139,0.0242,2026-09-17,7611.5,50.0
ES,7880.0,put,5.0,0.0,-0.9988,0.0,0.8233,0.0202,2026-09-17,7611.5,50.0
ES,7890.0,put,4.0,0.0,-0.9991,0.0,0.8385,0.014,2026-09-17,7611.5,50.0
ES,7900.0,put,955.0,0.0,-0.9993,0.0,0.8496,0.0096,2026-09-17,7611.5,50.0
ES,7910.0,put,2.0,0.0,-0.9994,0.0,0.8577,0.0065,2026-09-17,7611.5,50.0
ES,7920.0,put,2.0,0.0,-0.9995,0.0,0.8638,0.0043,2026-09-17,7611.5,50.0
ES,7925.0,put,312.0,0.0,-0.9995,0.0,0.8662,0.0035,2026-09-17,7611.5,50.0
ES,7930.0,put,2.0,0.0,-0.9996,0.0,0.8682,0.0029,2026-09-17,7611.5,50.0
ES,7940.0,put,2.0,0.0,-0.9996,0.0,0.8716,0.0019,2026-09-17,7611.5,50.0
ES,7950.0,put,219.0,0.0,-0.9996,0.0,0.8743,0.0012,2026-09-17,7611.5,50.0
ES,7975.0,put,54.0,0.0,-0.9997,0.0,0.8789,0.0004,2026-09-17,7611.5,50.0
ES,8000.0,put,122.0,0.0,-0.9997,0.0,0.8823,0.0001,2026-09-17,7611.5,50.0
ES,8020.0,put,2.0,0.0,-0.9997,0.0,0.8847,0.0,2026-09-17,7611.5,50.0
ES,8025.0,put,4.0,0.0,-0.9997,0.0,0.8852,0.0,2026-09-17,7611.5,50.0
ES,8040.0,put,1.0,0.0,-0.9997,0.0,0.8869,0.0,2026-09-17,7611.5,50.0
ES,8050.0,put,88.0,0.0,-0.9997,0.0,0.8881,0.0,2026-09-17,7611.5,50.0
ES,8075.0,put,4.0,0.0,-0.9997,0.0,0.8908,0.0,2026-09-17,7611.5,50.0
ES,8100.0,put,13.0,0.0,-0.9997,0.0,0.8936,0.0,2026-09-17,7611.5,50.0
ES,8200.0,put,196.0,0.0,-0.9997,0.0,0.9046,0.0,2026-09-17,7611.5,50.0
ES,8250.0,put,1.0,0.0,-0.9997,0.0,0.9101,0.0,2026-09-17,7611.5,50.0
